start_date,end_date,status,progress,duration_in_seconds,finished,recorded_date,response_id,distribution_channel,user_language,q_recaptcha_score,age,employed,hours_week,job_function,job_function_11_text,job_level,job_level_6_text,tenure_years,check_01,task_clarity,performance_criteria,solution_clarity,task_judgment,ai_tools,ai_tools_9_text,ai_frequency,ai_percent,ai_activities,ai_integration,ai_speed,ai_quality,ai_verification,relative_performance,formal_evaluation,evaluation_outcome,deadline_performance,quality_performance,output_volume,digital_comfort,experience_years,attention_check,job_description,employment_confirm,eligible
2026-02-25 10:43:32,2026-02-25 10:46:51,0,100,199,1,2026-02-25 10:46:52,R_5cAdVKTyo0RKDO7,anonymous,EN,1,1,1,50,2,NA,1,NA,7,1,5,5,4,2,10,NA,1,0,7,1,1,1,3,3,2,NA,4,4,3,5,17,4,I help train AI LLMs and analyze data,1,1
2026-02-25 10:32:37,2026-02-25 10:47:51,0,100,913,1,2026-02-25 10:47:51,R_6V600hCsmkjTLm9,anonymous,EN,1,1,1,36,11,Healthcare,1,NA,1,1,4,4,4,2,10,NA,1,0,7,1,1,1,5,3,1,3,4,4,4,4,5,4,"As a Registered a nurse I assess patient condition, administer prescribed medications and treatments, and document.",1,1
2026-02-25 10:43:18,2026-02-25 10:49:22,0,100,364,1,2026-02-25 10:49:23,R_76NGPopE4rRvqhj,anonymous,EN,1,1,1,40,2,NA,1,NA,3,1,4,4,2,4,"1,7",NA,6,10,5,4,3,3,4,3,3,NA,4,3,4,4,11,4,"I research, fact-check, and analyze outputs from AI to help train them.",1,1
2026-02-25 10:47:04,2026-02-25 10:49:48,0,100,163,1,2026-02-25 10:49:48,R_7QfrSZZLzUtmbK8,anonymous,EN,1,1,1,40,10,NA,1,NA,4,1,4,4,5,2,10,NA,1,0,7,1,1,1,3,4,1,4,4,4,5,3,5,4,I manage state and federal environmental grants for a state agency.,1,1
2026-02-25 10:47:15,2026-02-25 10:50:01,0,100,165,1,2026-02-25 10:50:01,R_7mgDvsYn2uIEiS7,anonymous,EN,1,1,1,40,3,NA,4,NA,7,1,4,4,4,2,"1,4",NA,5,15,"2,3,4,5",4,5,4,2,4,2,NA,4,4,4,5,12,4,I am an operations manager for a B2B ecommerce company.,1,1
2026-02-25 10:46:51,2026-02-25 10:50:58,0,100,246,1,2026-02-25 10:50:58,R_7lMpAxLBcMk47BT,anonymous,EN,1,1,1,40,2,NA,1,NA,2.75,1,4,4,3,3,"1,4",NA,6,10,"1,3,5,6",4,5,5,2,5,2,NA,5,5,5,5,4,4,I perform data analysis and manage federal and state grants.,1,1
2026-02-25 10:48:37,2026-02-25 10:51:34,0,100,177,1,2026-02-25 10:51:35,R_3p3WimsGYXBCnWk,anonymous,EN,1,1,1,40,11,Retail manager,3,NA,3.5,1,4,4,4,2,"1,2",NA,6,5,1,5,5,5,1,5,1,4,5,5,5,5,22,4,I am a retail manager.,1,1
2026-02-25 10:48:50,2026-02-25 10:51:52,0,100,182,1,2026-02-25 10:51:53,R_6uqDoelIBXt5GtT,anonymous,EN,1,1,1,40,10,NA,1,NA,0.5,1,4,4,2,4,3,NA,3,1,"1,2",2,4,4,4,4,1,4,4,5,4,5,4,4,"Work with people across the company to ideate, build, and measure software features for customers.",1,1
2026-02-25 10:47:13,2026-02-25 10:51:58,0,100,284,1,2026-02-25 10:51:58,R_11o6soCTABgfprf,anonymous,EN,1,1,1,40,1,NA,1,NA,3,1,5,4,4,2,2,NA,3,5,"1,3",2,3,2,2,4,1,3,4,4,4,4,4,4,System Administrator,1,1
2026-02-25 10:50:34,2026-02-25 10:53:38,0,100,183,1,2026-02-25 10:53:38,R_5ib1FJ6WikI20Vg,anonymous,EN,1,1,1,40,11,Manufacturing,1,NA,3.5,1,4,2,4,4,10,NA,1,0,7,1,1,1,3,5,1,4,5,5,5,5,16,4,I set up machines that make circuit boards,1,1
2026-02-25 10:50:14,2026-02-25 10:54:14,0,100,240,1,2026-02-25 10:54:14,R_5qy7eZ7ufcL2wJb,anonymous,EN,1,1,1,40,2,NA,1,NA,16,1,5,3,5,1,10,NA,1,0,7,1,1,1,1,3,1,3,4,4,4,5,40,4,I do data entry.,1,1
2026-02-25 10:48:19,2026-02-25 10:56:08,0,100,468,1,2026-02-25 10:56:08,R_7ze7y9Xwzqh794t,anonymous,EN,0.8999999761581421,1,1,36,10,NA,3,NA,5,1,4,4,2,4,"2,4,7",NA,4,60,"4,5,6",4,5,4,3,4,1,4,5,4,4,5,16,4,"I manage a group of technicans in a manufacturing firm, I oversee daily duties being executed.",1,1
2026-02-25 10:41:16,2026-02-25 10:58:25,0,100,1028,1,2026-02-25 10:58:26,R_6b12V1MWOrzo6Tg,anonymous,EN,0.8999999761581421,1,1,35,10,NA,3,NA,8,1,5,4,4,3,"1,2,5",NA,6,20,"1,2,3,5",3,4,4,2,4,2,NA,4,4,4,5,36,4,Sr Program manager for a non profit agency where I manage 4 programs that provide social services.,1,1
2026-02-25 10:51:57,2026-02-25 10:58:45,0,100,407,1,2026-02-25 10:58:45,R_6EF6UlBwo7tt4b6,anonymous,EN,1,1,1,40,11,construction,1,NA,25,1,5,5,5,2,10,NA,1,0,7,3,3,3,3,4,2,NA,5,5,5,3,25,4,my job is to install acoustical ceilings,1,1
2026-02-25 10:49:35,2026-02-25 11:00:48,0,100,672,1,2026-02-25 11:00:48,R_1IY77Oxm2clO9zE,anonymous,EN,1,1,1,40,1,NA,1,NA,25.5,1,4,5,3,5,"2,8",NA,3,2,"1,2,4",1,4,4,3,3,1,3,5,4,3,4,25,4,electrical engineering involving data analysis and new product development for high tech chips,1,1
2026-02-25 10:56:29,2026-02-25 11:01:05,0,100,275,1,2026-02-25 11:01:05,R_7AkSXGLpzQe3AD7,anonymous,EN,1,1,1,45,11,Education administration,6,Administrator,16,1,4,4,4,2,2,NA,4,5,"1,2,3,6",4,4,4,2,4,1,5,4,4,3,4,30,4,"I am the department administrator of a University department and I advise students,  but I also help run the department.",1,1
2026-02-25 10:57:03,2026-02-25 11:02:42,0,100,339,1,2026-02-25 11:02:42,R_6pSTf9HBdcrauZZ,anonymous,EN,1,1,1,40,1,NA,4,NA,5,1,4,4,4,2,"1,2,3",NA,5,20,"1,2,3,4,6",4,4,4,2,4,1,4,5,5,4,5,21,4,I am the Director of IT at a software company.,1,1
2026-02-25 10:39:28,2026-02-25 11:06:46,0,100,1637,1,2026-02-25 11:06:46,R_6FmQWBCkXEwotN2,anonymous,EN,1,1,1,42,11,Sole Proprietor,5,NA,4,1,4,5,4,2,"1,2,3",NA,6,25,"1,2,3,5,6",5,5,5,3,4,2,NA,4,4,4,5,5,4,"My primary job is to build and systemize a scalable creative empire that generates consistent income through music, writing, teaching, and intellectual property.",1,1
2026-02-25 11:00:31,2026-02-25 11:08:55,0,100,504,1,2026-02-25 11:08:55,R_6XiVwEStoDG2Efc,anonymous,EN,1,1,1,40,11,Hospitality,4,NA,2,1,5,5,5,2,9,CHATGPT,2,2,3,2,1,3,1,5,1,5,5,5,4,5,14,4,I am a customer success manager.,1,1
2026-02-25 11:07:38,2026-02-25 11:09:16,0,100,98,1,2026-02-25 11:09:17,R_1WNMJET1ycUrjhl,anonymous,EN,1,1,1,45,6,NA,1,NA,3,1,4,4,4,4,"1,7",NA,6,25,"1,3,6",4,5,5,2,4,2,NA,4,4,5,4,3,4,Financial advisor,1,1
2026-02-25 11:11:02,2026-02-25 11:16:01,0,100,298,1,2026-02-25 11:16:02,R_7rOmKsyv9UKeOWD,anonymous,EN,1,1,1,40,2,NA,4,NA,13,1,4,4,4,4,10,NA,1,0,7,1,1,1,1,3,2,NA,5,5,5,5,23,4,I analyze data and make reports for people above me to look at and make business decisions.,1,1
2026-02-25 11:17:10,2026-02-25 11:19:16,0,100,125,1,2026-02-25 11:19:16,R_6NJsSSJbhf7igeG,anonymous,EN,1,1,1,45,9,NA,2,NA,1.5,1,4,5,2,5,1,NA,5,20,"1,2,3,5",4,5,4,3,4,1,4,4,5,4,5,4,4,I am an attorney in a medium-sized law firm.,1,1
2026-02-25 11:17:10,2026-02-25 11:21:52,0,100,281,1,2026-02-25 11:21:52,R_3s7KixeKZxu9rO4,anonymous,EN,0.8999999761581421,1,1,45,2,NA,1,NA,20,1,2,2,1,4,"1,8",NA,6,15,5,3,3,3,5,3,2,NA,4,3,3,3,30,4,I do various kinds of research and analysis for various tasks.,1,1
