start_date,end_date,status,progress,duration_in_seconds,finished,recorded_date,response_id,distribution_channel,user_language,q_recaptcha_score,age,employed,hours_week,job_function,job_function_11_text,job_level,job_level_6_text,tenure_years,check_01,task_clarity,performance_criteria,solution_clarity,task_judgment,ai_tools,ai_tools_9_text,ai_frequency,ai_percent,ai_activities,ai_integration,ai_speed,ai_quality,ai_verification,relative_performance,formal_evaluation,evaluation_outcome,deadline_performance,quality_performance,output_volume,digital_comfort,experience_years,attention_check,job_description,employment_confirm,eligible,ai_z_freq,ai_z_pct,ai_z_int,ai_intensity_index,task_judgment_rev,task_standardization_index,relative_performance_ord
2026-02-25T10:36:44Z,2026-02-25T10:40:13Z,0,100,208,1,2026-02-25T10:40:13Z,R_6OH0lArIGQSxFXL,anonymous,EN,1,1,1,40,10,NA,4,NA,8,1,2,4,4,2,1,NA,5,25,136,4,5,5,2,4,2,NA,4,4,4,4,35,4,Director of Operations for an event company,1,1,0.4832090036515874,0.6514377625395327,0.7396978623609123,0.6247815428506774,4,3.5,4
2026-02-25T10:34:20Z,2026-02-25T10:40:25Z,0,100,365,1,2026-02-25T10:40:26Z,R_7VLk8Vnm1e3KgJH,anonymous,EN,1,1,1,60,11,Graphic Design,5,NA,2,1,4,4,4,2,3,NA,6,30,26,4,4,4,2,3,2,NA,3,3,4,4,30,4,I am a graphic designer,1,1,1.007542177826714,0.9542939693719498,0.7396978623609123,0.9005113365198587,4,4,3
2026-02-25T10:36:59Z,2026-02-25T10:40:28Z,0,100,209,1,2026-02-25T10:40:29Z,R_3hyF5Xb7rDz6wt3,anonymous,EN,1,1,1,40,9,NA,3,NA,1,1,5,5,3,5,12,NA,6,10,1236,4,5,4,2,4,1,4,5,5,5,4,8,4,QA Manager,1,1,1.007542177826714,-0.25713085795771884,0.7396978623609123,0.49670306074330245,1,3.5,4
2026-02-25T10:35:43Z,2026-02-25T10:40:55Z,0,100,311,1,2026-02-25T10:40:55Z,R_1eRI0R6Rzhmb0i2,anonymous,EN,1,1,1,40,2,NA,1,NA,2.7,1,5,5,4,2,1239,deepseek,6,10,2345,4,4,5,1,4,1,4,4,4,4,5,14,4,data analyst,1,1,1.007542177826714,-0.25713085795771884,0.7396978623609123,0.49670306074330245,4,4.5,4
2026-02-25T10:34:39Z,2026-02-25T10:41:30Z,0,100,411,1,2026-02-25T10:41:31Z,R_54wwPHytddtKob7,anonymous,EN,1,1,1,36,8,NA,2,NA,1,1,4,4,4,2,10,NA,1,0,7,1,2,2,2,4,2,NA,5,4,4,4,20,4,veterinary nurse in a small animal clinic,1,1,-1.614123693048919,-0.8628432716225531,-1.501366948356307,-1.326111304342593,4,4,4
2026-02-25T10:36:12Z,2026-02-25T10:41:31Z,0,100,319,1,2026-02-25T10:41:32Z,R_3PmIxDj3dw5xUxs,anonymous,EN,1,1,1,50,1,NA,4,NA,4,1,4,4,2,4,123,NA,4,5,24,2,4,2,4,4,2,NA,4,4,4,4,26,4,"Manage employees, manage projects, manage programs, some training, some hiring, quality control",1,1,-0.04112417052353919,-0.5599870647901359,-0.7543453447839006,-0.45181886003252525,2,3,4
2026-02-25T10:37:54Z,2026-02-25T10:41:44Z,0,100,229,1,2026-02-25T10:41:44Z,R_5UzeaOOCi7MDHTH,anonymous,EN,0.8999999761581421,1,1,40,1,NA,3,NA,10.5,1,5,5,5,1,10,NA,1,0,7,1,1,1,3,3,1,4,5,5,3,4,27,4,I am a systems administrator.,1,1,-1.614123693048919,-0.8628432716225531,-1.501366948356307,-1.326111304342593,5,5,3
2026-02-25T10:41:11Z,2026-02-25T10:42:11Z,0,100,60,1,2026-02-25T10:42:11Z,R_3D5EIJbpvuOkoOi,anonymous,EN,1,1,1,45,1,NA,2,NA,1,1,5,4,5,2,248,NA,6,30,124,5,5,5,2,5,1,5,5,5,5,5,5,4,Lead software engineer for a team of 6 developers,1,1,1.007542177826714,0.9542939693719498,1.4867194659333187,1.149518537710661,4,4.5,5
2026-02-25T10:38:03Z,2026-02-25T10:44:05Z,0,100,361,1,2026-02-25T10:44:05Z,R_70doRkKSHEMqLol,anonymous,EN,1,1,1,40,6,NA,4,NA,6,1,4,4,3,5,2,NA,4,2,1236,2,4,3,3,4,1,4,5,4,3,4,16,4,"Director of finance. Support internal accounting, external reporting, FPA, and investor relations.",1,1,-0.04112417052353919,-0.7417007888895862,-0.7543453447839006,-0.5123901013990086,1,3,4
2026-02-25T10:30:18Z,2026-02-25T10:44:14Z,0,100,836,1,2026-02-25T10:44:15Z,R_6I75RokNOloF47b,anonymous,EN,1,1,1,40,7,NA,3,NA,6,1,5,5,5,1,10,NA,6,30,1235,3,5,5,2,5,1,4,5,5,5,5,6,4,I handle all HR processes and the department,1,1,1.007542177826714,0.9542939693719498,-0.007323741211494155,0.6515041353290565,5,5,5
2026-02-25T10:41:28Z,2026-02-25T10:44:37Z,0,100,189,1,2026-02-25T10:44:37Z,R_6kSvAo9Dtgf4Is2,anonymous,EN,0.8999999761581421,1,1,40,11,Education/teacher,1,NA,18,1,3,3,4,4,125,NA,5,30,136,4,4,4,2,5,1,4,4,4,4,4,40,4,"I teach 9th-12th grade students at an urban, public high school.",1,1,0.4832090036515874,0.9542939693719498,0.7396978623609123,0.7257336117948165,2,3,5
2026-02-25T10:36:45Z,2026-02-25T10:44:39Z,0,100,473,1,2026-02-25T10:44:39Z,R_5hDQiMg2Ntw4uyw,anonymous,EN,1,1,1,40,3,NA,3,NA,5,1,4,5,5,4,12,NA,6,20,5,5,5,5,3,4,1,5,5,5,5,5,10,4,I do back-end work for a lead gen company and set up integrations into various CRM platforms.,1,1,1.007542177826714,0.34858155570711546,1.4867194659333187,0.9476143998223827,2,4,4
2026-02-25T10:40:13Z,2026-02-25T10:44:45Z,0,100,272,1,2026-02-25T10:44:46Z,R_56GRpHYNwiFgobT,anonymous,EN,1,1,1,45,11,Writing educational materials,1,NA,16,1,5,5,4,2,134,NA,6,20,13,4,5,5,2,3,2,NA,4,4,2,5,37,4,I create educational materials and sell them online (paperback and digital) for teachers and homeschool parents.,1,1,1.007542177826714,0.34858155570711546,0.7396978623609123,0.6986071986315806,4,4.5,3
2026-02-25T10:42:23Z,2026-02-25T10:45:09Z,0,100,165,1,2026-02-25T10:45:09Z,R_6R8hYbh0gicPcLs,anonymous,EN,1,1,1,40,1,NA,1,NA,14,1,5,4,4,2,1,NA,6,10,12,4,5,4,2,4,1,4,5,5,4,4,39,4,I'm a technical writer for a corporate PC helpdesk,1,1,1.007542177826714,-0.25713085795771884,0.7396978623609123,0.49670306074330245,4,4.25,4
2026-02-25T10:39:03Z,2026-02-25T10:45:13Z,0,100,369,1,2026-02-25T10:45:13Z,R_71nhHZFX23wE5RY,anonymous,EN,1,1,1,45,11,Construction,2,NA,6,1,4,4,4,2,13,NA,6,10,1236,4,5,4,3,4,1,4,5,4,4,5,15,4,I manage a small team of construction workers.,1,1,1.007542177826714,-0.25713085795771884,0.7396978623609123,0.49670306074330245,4,4,4
2026-02-25T10:40:46Z,2026-02-25T10:45:23Z,0,100,276,1,2026-02-25T10:45:23Z,R_7380ZPsVjN1qDKA,anonymous,EN,1,1,1,40,11,hospitality,1,NA,1,1,4,4,4,2,8,NA,2,5,6,3,4,4,3,3,1,3,5,4,5,3,52,4,I clean and prep,1,1,-1.0897905188737924,-0.5599870647901359,-0.007323741211494155,-0.5523671082918075,4,4,3
2026-02-25T10:42:20Z,2026-02-25T10:46:02Z,0,100,222,1,2026-02-25T10:46:03Z,R_7ooSVWTswjYHMF2,anonymous,EN,1,1,1,45,6,NA,1,NA,2,1,4,4,4,2,12,NA,5,25,15,4,4,4,4,3,1,3,4,4,2,4,25,4,financial reporting and accounting,1,1,0.4832090036515874,0.6514377625395327,0.7396978623609123,0.6247815428506774,4,4,3
2026-02-25T10:43:32Z,2026-02-25T10:46:51Z,0,100,199,1,2026-02-25T10:46:52Z,R_5cAdVKTyo0RKDO7,anonymous,EN,1,1,1,50,2,NA,1,NA,7,1,5,5,4,2,10,NA,1,0,7,1,1,1,3,3,2,NA,4,4,3,5,17,4,I help train AI LLMs and analyze data,1,1,-1.614123693048919,-0.8628432716225531,-1.501366948356307,-1.326111304342593,4,4.5,3
2026-02-25T10:32:37Z,2026-02-25T10:47:51Z,0,100,913,1,2026-02-25T10:47:51Z,R_6V600hCsmkjTLm9,anonymous,EN,1,1,1,36,11,Healthcare,1,NA,1,1,4,4,4,2,10,NA,1,0,7,1,1,1,5,3,1,3,4,4,4,4,5,4,"As a Registered a nurse I assess patient condition, administer prescribed medications and treatments, and document.",1,1,-1.614123693048919,-0.8628432716225531,-1.501366948356307,-1.326111304342593,4,4,3
2026-02-25T10:43:18Z,2026-02-25T10:49:22Z,0,100,364,1,2026-02-25T10:49:23Z,R_76NGPopE4rRvqhj,anonymous,EN,1,1,1,40,2,NA,1,NA,3,1,4,4,2,4,17,NA,6,10,5,4,3,3,4,3,3,NA,4,3,4,4,11,4,"I research, fact-check, and analyze outputs from AI to help train them.",1,1,1.007542177826714,-0.25713085795771884,0.7396978623609123,0.49670306074330245,2,3,3
2026-02-25T10:47:04Z,2026-02-25T10:49:48Z,0,100,163,1,2026-02-25T10:49:48Z,R_7QfrSZZLzUtmbK8,anonymous,EN,1,1,1,40,10,NA,1,NA,4,1,4,4,5,2,10,NA,1,0,7,1,1,1,3,4,1,4,4,4,5,3,5,4,I manage state and federal environmental grants for a state agency.,1,1,-1.614123693048919,-0.8628432716225531,-1.501366948356307,-1.326111304342593,4,4.25,4
2026-02-25T10:47:15Z,2026-02-25T10:50:01Z,0,100,165,1,2026-02-25T10:50:01Z,R_7mgDvsYn2uIEiS7,anonymous,EN,1,1,1,40,3,NA,4,NA,7,1,4,4,4,2,14,NA,5,15,2345,4,5,4,2,4,2,NA,4,4,4,5,12,4,I am an operations manager for a B2B ecommerce company.,1,1,0.4832090036515874,0.04572534887469833,0.7396978623609123,0.42287740496239934,4,4,4
2026-02-25T10:46:51Z,2026-02-25T10:50:58Z,0,100,246,1,2026-02-25T10:50:58Z,R_7lMpAxLBcMk47BT,anonymous,EN,1,1,1,40,2,NA,1,NA,2.75,1,4,4,3,3,14,NA,6,10,1356,4,5,5,2,5,2,NA,5,5,5,5,4,4,I perform data analysis and manage federal and state grants.,1,1,1.007542177826714,-0.25713085795771884,0.7396978623609123,0.49670306074330245,3,3.5,5
2026-02-25T10:48:37Z,2026-02-25T10:51:34Z,0,100,177,1,2026-02-25T10:51:35Z,R_3p3WimsGYXBCnWk,anonymous,EN,1,1,1,40,11,Retail manager,3,NA,3.5,1,4,4,4,2,12,NA,6,5,1,5,5,5,1,5,1,4,5,5,5,5,22,4,I am a retail manager.,1,1,1.007542177826714,-0.5599870647901359,1.4867194659333187,0.6447581929899655,4,4,5
2026-02-25T10:48:50Z,2026-02-25T10:51:52Z,0,100,182,1,2026-02-25T10:51:53Z,R_6uqDoelIBXt5GtT,anonymous,EN,1,1,1,40,10,NA,1,NA,0.5,1,4,4,2,4,3,NA,3,1,12,2,4,4,4,4,1,4,4,5,4,5,4,4,"Work with people across the company to ideate, build, and measure software features for customers.",1,1,-0.5654573446986658,-0.8022720302560697,-0.7543453447839006,-0.7073582399128787,2,3,4
2026-02-25T10:47:13Z,2026-02-25T10:51:58Z,0,100,284,1,2026-02-25T10:51:58Z,R_11o6soCTABgfprf,anonymous,EN,1,1,1,40,1,NA,1,NA,3,1,5,4,4,2,2,NA,3,5,13,2,3,2,2,4,1,3,4,4,4,4,4,4,System Administrator,1,1,-0.5654573446986658,-0.5599870647901359,-0.7543453447839006,-0.6265965847575674,4,4.25,4
2026-02-25T10:50:34Z,2026-02-25T10:53:38Z,0,100,183,1,2026-02-25T10:53:38Z,R_5ib1FJ6WikI20Vg,anonymous,EN,1,1,1,40,11,Manufacturing,1,NA,3.5,1,4,2,4,4,10,NA,1,0,7,1,1,1,3,5,1,4,5,5,5,5,16,4,I set up machines that make circuit boards,1,1,-1.614123693048919,-0.8628432716225531,-1.501366948356307,-1.326111304342593,2,3,5
2026-02-25T10:50:14Z,2026-02-25T10:54:14Z,0,100,240,1,2026-02-25T10:54:14Z,R_5qy7eZ7ufcL2wJb,anonymous,EN,1,1,1,40,2,NA,1,NA,16,1,5,3,5,1,10,NA,1,0,7,1,1,1,1,3,1,3,4,4,4,5,40,4,I do data entry.,1,1,-1.614123693048919,-0.8628432716225531,-1.501366948356307,-1.326111304342593,5,4.5,3
2026-02-25T10:48:19Z,2026-02-25T10:56:08Z,0,100,468,1,2026-02-25T10:56:08Z,R_7ze7y9Xwzqh794t,anonymous,EN,0.8999999761581421,1,1,36,10,NA,3,NA,5,1,4,4,2,4,247,NA,4,60,456,4,5,4,3,4,1,4,5,4,4,5,16,4,"I manage a group of technicans in a manufacturing firm, I oversee daily duties being executed.",1,1,-0.04112417052353919,2.771431210366453,0.7396978623609123,1.1566683007346086,2,3,4
2026-02-25T10:41:16Z,2026-02-25T10:58:25Z,0,100,1028,1,2026-02-25T10:58:26Z,R_6b12V1MWOrzo6Tg,anonymous,EN,0.8999999761581421,1,1,35,10,NA,3,NA,8,1,5,4,4,3,125,NA,6,20,1235,3,4,4,2,4,2,NA,4,4,4,5,36,4,Sr Program manager for a non profit agency where I manage 4 programs that provide social services.,1,1,1.007542177826714,0.34858155570711546,-0.007323741211494155,0.4495999974407784,3,4,4
2026-02-25T10:51:57Z,2026-02-25T10:58:45Z,0,100,407,1,2026-02-25T10:58:45Z,R_6EF6UlBwo7tt4b6,anonymous,EN,1,1,1,40,11,construction,1,NA,25,1,5,5,5,2,10,NA,1,0,7,3,3,3,3,4,2,NA,5,5,5,3,25,4,my job is to install acoustical ceilings,1,1,-1.614123693048919,-0.8628432716225531,-0.007323741211494155,-0.8280969019609887,4,4.75,4
2026-02-25T10:49:35Z,2026-02-25T11:00:48Z,0,100,672,1,2026-02-25T11:00:48Z,R_1IY77Oxm2clO9zE,anonymous,EN,1,1,1,40,1,NA,1,NA,25.5,1,4,5,3,5,28,NA,3,2,124,1,4,4,3,3,1,3,5,4,3,4,25,4,electrical engineering involving data analysis and new product development for high tech chips,1,1,-0.5654573446986658,-0.7417007888895862,-1.501366948356307,-0.936175027314853,1,3.25,3
2026-02-25T10:56:29Z,2026-02-25T11:01:05Z,0,100,275,1,2026-02-25T11:01:05Z,R_7AkSXGLpzQe3AD7,anonymous,EN,1,1,1,45,11,Education administration,6,Administrator,16,1,4,4,4,2,2,NA,4,5,1236,4,4,4,2,4,1,5,4,4,3,4,30,4,"I am the department administrator of a University department and I advise students,  but I also help run the department.",1,1,-0.04112417052353919,-0.5599870647901359,0.7396978623609123,0.04619554234907904,4,4,4
2026-02-25T10:57:03Z,2026-02-25T11:02:42Z,0,100,339,1,2026-02-25T11:02:42Z,R_6pSTf9HBdcrauZZ,anonymous,EN,1,1,1,40,1,NA,4,NA,5,1,4,4,4,2,123,NA,5,20,12346,4,4,4,2,4,1,4,5,5,4,5,21,4,I am the Director of IT at a software company.,1,1,0.4832090036515874,0.34858155570711546,0.7396978623609123,0.5238294739065383,4,4,4
2026-02-25T10:39:28Z,2026-02-25T11:06:46Z,0,100,1637,1,2026-02-25T11:06:46Z,R_6FmQWBCkXEwotN2,anonymous,EN,1,1,1,42,11,Sole Proprietor,5,NA,4,1,4,5,4,2,123,NA,6,25,12356,5,5,5,3,4,2,NA,4,4,4,5,5,4,"My primary job is to build and systemize a scalable creative empire that generates consistent income through music, writing, teaching, and intellectual property.",1,1,1.007542177826714,0.6514377625395327,1.4867194659333187,1.0485664687665217,4,4.25,4
2026-02-25T11:00:31Z,2026-02-25T11:08:55Z,0,100,504,1,2026-02-25T11:08:55Z,R_6XiVwEStoDG2Efc,anonymous,EN,1,1,1,40,11,Hospitality,4,NA,2,1,5,5,5,2,9,CHATGPT,2,2,3,2,1,3,1,5,1,5,5,5,4,5,14,4,I am a customer success manager.,1,1,-1.0897905188737924,-0.7417007888895862,-0.7543453447839006,-0.8619455508490931,4,4.75,5
2026-02-25T11:07:38Z,2026-02-25T11:09:16Z,0,100,98,1,2026-02-25T11:09:17Z,R_1WNMJET1ycUrjhl,anonymous,EN,1,1,1,45,6,NA,1,NA,3,1,4,4,4,4,17,NA,6,25,136,4,5,5,2,4,2,NA,4,4,5,4,3,4,Financial advisor,1,1,1.007542177826714,0.6514377625395327,0.7396978623609123,0.7995592675757196,2,3.5,4
2026-02-25T11:11:02Z,2026-02-25T11:16:01Z,0,100,298,1,2026-02-25T11:16:02Z,R_7rOmKsyv9UKeOWD,anonymous,EN,1,1,1,40,2,NA,4,NA,13,1,4,4,4,4,10,NA,1,0,7,1,1,1,1,3,2,NA,5,5,5,5,23,4,I analyze data and make reports for people above me to look at and make business decisions.,1,1,-1.614123693048919,-0.8628432716225531,-1.501366948356307,-1.326111304342593,2,3.5,3
2026-02-25T11:17:10Z,2026-02-25T11:19:16Z,0,100,125,1,2026-02-25T11:19:16Z,R_6NJsSSJbhf7igeG,anonymous,EN,1,1,1,45,9,NA,2,NA,1.5,1,4,5,2,5,1,NA,5,20,1235,4,5,4,3,4,1,4,4,5,4,5,4,4,I am an attorney in a medium-sized law firm.,1,1,0.4832090036515874,0.34858155570711546,0.7396978623609123,0.5238294739065383,1,3,4
2026-02-25T11:17:10Z,2026-02-25T11:21:52Z,0,100,281,1,2026-02-25T11:21:52Z,R_3s7KixeKZxu9rO4,anonymous,EN,0.8999999761581421,1,1,45,2,NA,1,NA,20,1,2,2,1,4,18,NA,6,15,5,3,3,3,5,3,2,NA,4,3,3,3,30,4,I do various kinds of research and analysis for various tasks.,1,1,1.007542177826714,0.04572534887469833,-0.007323741211494155,0.3486479284966394,2,1.75,3
